stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
1071,36205,Mairie,43.5501299,3.70822607,0,S5226
S5427,5427,Comté de Nice,43.63860661,3.81176366,1,
19,01133,Comté de Nice,43.63860661,3.81176366,0,S5427
28,01203,Comté de Nice,43.63891991,3.81120236,0,S5427
S5236,5236,Stade,43.5559327,3.72193642,1,
1045,36125,Stade,43.5559327,3.72193642,0,S5236
1077,36212,Stade,43.55599307,3.72213564,0,S5236
S5228,5228,Tambourin,43.54893584,3.70456408,1,
1052,36133,Tambourin,43.54893584,3.70456408,0,S5228
1070,36204,Tambourin,43.54899702,3.70470149,0,S5228
S5237,5237,Temple,43.55744995,3.71646052,1,
1047,36127,Temple,43.55744995,3.71646052,0,S5237
1073,36207,Temple,43.55744995,3.71646052,0,S5237
S5428,5428,Comté de Toulouse,43.63699376,3.8192724,1,
15,01127,Comté de Toulouse,43.63699376,3.8192724,0,S5428
34,01210,Comté de Toulouse,43.63678384,3.81884611,0,S5428
S5229,5229,Tournesol,43.55338439,3.70960187,1,
1050,36131,Tournesol,43.55338439,3.70960187,0,S5229
1072,36206,Tournesol,43.55340805,3.70986198,0,S5229
S5368,5368,Aiguelongue,43.62640491,3.88217459,1,
184,05136,Aiguelongue,43.62640491,3.88217459,0,S5368
204,05236,Aiguelongue,43.62677424,3.88212271,0,S5368
1209,42147,Aiguelongue,43.62622074,3.88311015,0,S5368
1229,42223,Aiguelongue,43.62625687,3.88309875,0,S5368
S5224,5224,La Vierge,43.54641541,3.70271191,1,
1053,36134,La Vierge,43.54641541,3.70271191,0,S5224
1069,36203,La Vierge,43.54633454,3.70270998,0,S5224
S5683,5683,Cabanes de Pérols,43.55254899,3.96827878,1,
885,28117,Cabanes de Pérols,43.55254899,3.96827878,0,S5683
888,28202,Cabanes de Pérols,43.55111882,3.96893011,0,S5683
S5395,5395,Caducée,43.64356065,3.83267628,1,
795,24123,Caducée,43.64356065,3.83267628,0,S5395
811,24223,Caducée,43.64350178,3.83303373,0,S5395
S5396,5396,Cairons,43.64331313,3.8607334,1,
179,05128,Cairons,43.64331313,3.8607334,0,S5396
191,05203,Cairons,43.64302452,3.86079997,0,S5396
S5547,5547,Marie Caizergues,43.62122409,3.87542641,1,
203,05234,Marie Caizergues,43.62122409,3.87542641,0,S5547
479,11127,Marie Caizergues,43.62128699,3.87542811,0,S5547
S5305,5305,Calade,43.6278397,3.79964199,1,
823,25115,Calade,43.6278397,3.79964199,0,S5305
837,25203,Calade,43.6280096,3.79970823,0,S5305
S5212,5212,Cap Alpha,43.6596206,3.90047195,1,
683,22113,Cap Alpha,43.6596206,3.90047195,0,S5212
711,22209,Cap Alpha,43.65983431,3.90061402,0,S5212
S5505,5505,Jean Calvin,43.61866508,3.84584575,1,
404,10114,Jean Calvin,43.61866508,3.84584575,0,S5505
432,10205,Jean Calvin,43.61859164,3.84595518,0,S5505
S5353,5353,Chemin du Cambas,43.65894091,3.85024163,1,
732,23106,Chemin du Cambas,43.65894091,3.85024163,0,S5353
772,23222,Chemin du Cambas,43.65872419,3.85031018,0,S5353
S5343,5343,La Capoulière,43.58611064,3.80891228,1,
1109,38102,La Capoulière,43.58611064,3.80891228,0,S5343
1118,38202,La Capoulière,43.58631991,3.8093876,0,S5343
S5191,5191,Les Aires,43.6424987,3.89956969,1,
145,04201,Les Aires,43.6424987,3.89956969,0,S5191
1361,35121,Les Aires,43.6424987,3.89956969,0,S5191
S5241,5241,Capri,43.64605638,3.93847841,1,
597,20119,Capri,43.64605638,3.93847841,0,S5241
623,20216,Capri,43.64658897,3.93893904,0,S5241
S5592,5592,Pierre Cardenal,43.63871425,3.81902,1,
25,01142,Pierre Cardenal,43.63871425,3.81902,0,S5592
33,01209,Pierre Cardenal,43.63796243,3.81877768,0,S5592
S5433,5433,Croix d'Argent,43.59236832,3.86648632,1,
1195,42115,Croix d'Argent,43.59236832,3.86648632,0,S5433
1243,42255,Croix d'Argent,43.59236902,3.86643686,0,S5433
S5604,5604,Place Carnot,43.60326915,3.88380016,1,
321,08131,Place Carnot,43.60326915,3.88380016,0,S5604
1201,42129,Place Carnot,43.60383103,3.88411227,0,S5604
1237,42241,Place Carnot,43.60383068,3.88413701,0,S5604
S5398,5398,Carriéra,43.64086339,3.81897677,1,
26,01143,Carriéra,43.64086339,3.81897677,0,S5398
32,01208,Carriéra,43.64076149,3.81919694,0,S5398
S5209,5209,Aqueduc,43.67877631,3.98608455,1,
1008,35104,Aqueduc,43.67877631,3.98608455,0,S5209
1019,35202,Aqueduc,43.67913721,3.98659048,0,S5209
S5210,5210,Castries Centre,43.67468382,3.98325362,1,
1007,35103,Centre,43.67468382,3.98325362,0,S5210
1020,35203,Centre,43.6748022,3.98256339,0,S5210
S5211,5211,Collège Les Pins,43.68419007,3.99070093,1,
1009,35106,Collège Les Pins,43.68419007,3.99070093,0,S5211
1023,35209,Collège Les Pins,43.68428703,3.99082763,0,S5211
S5173,5173,Castelnau Zone d'Activités,43.63650331,3.92728065,1,
594,20116,Castelnau Zone d'Activités,43.63650331,3.92728065,0,S5173
626,20219,Castelnau Zone d'Activités,43.63665426,3.92740863,0,S5173
S5174,5174,Castors,43.63282611,3.90388446,1,
129,04127,Castors,43.63282611,3.90388446,0,S5174
1026,35214,Castors,43.6328473,3.90366226,0,S5174
